"species","decimalLongitude","decimalLatitude","issues","countryCode","occurrenceStatus","coordinateUncertaintyInMeters","institutionCode","gbifID","references","basisOfRecord","year","month","day","eventDate","geodeticDatum","datasetName","catalogNumber"
"Amorpha canescens",-103.690137,37.05665,"cdc,cdround,ambinst","US","PRESENT",500,"COLO","2573538110","https://botanydb.colorado.edu/collections/individual/index.php?occid=62012","PRESERVED_SPECIMEN",1994,6,26,"1994-06-26","WGS84",NA,"00308916"
"Amorpha canescens",-103.3068,44.0712,"gass84,ambcol","US","PRESENT",0.36,"KU","176873894",NA,"PRESERVED_SPECIMEN",1994,7,13,"1994-07-13","WGS84","R. L. McGregor Herbarium Vascular Plants Collection","317100"
"Amorpha canescens",-92.519043,43.536578,"cdc,cdround,gass84,ambcol","US","PRESENT",800,"MIN","2265469850","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=28118","PRESERVED_SPECIMEN",1994,7,24,"1994-07-24","WGS84",NA,"441085"
"Amorpha canescens",-95.740675,47.768484,"cdc,cdround,gass84,ambcol","US","PRESENT",800,"MIN","2265469084","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=28123","PRESERVED_SPECIMEN",1993,6,23,"1993-06-23","WGS84",NA,"457091"
"Amorpha canescens",-97.208178,37.177089,"ambcol","US","PRESENT",573,"KU","4531580330",NA,"PRESERVED_SPECIMEN",1993,6,20,"1993-06-20","WGS84","R. L. McGregor Herbarium Vascular Plants Collection","441190"
"Amorpha canescens",-93.006793,44.809161,"cdc,cdround,gass84,ambcol","US","PRESENT",800,"MIN","2265469861","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=28127","PRESERVED_SPECIMEN",1993,7,15,"1993-07-15","WGS84",NA,"518503"
"Amorpha canescens",-89.887663,43.13986,"cdc,colmano,inmafu","US","PRESENT",969,"UWW","4095606180","https://midwestherbaria.org/portal/collections/individual/index.php?occid=30416766","PRESERVED_SPECIMEN",1993,8,6,"1993-08-06","WGS84",NA,"UWW001465"
"Amorpha canescens",-97.257649,37.61175,"ambcol","US","PRESENT",444,"KU","176873981",NA,"PRESERVED_SPECIMEN",1993,9,15,"1993-09-15","WGS84","R. L. McGregor Herbarium Vascular Plants Collection","109457"
"Amorpha canescens",-92.348771,43.985077,"cdc,cdround,gass84,ambcol","US","PRESENT",800,"MIN","2265469523","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=28245","PRESERVED_SPECIMEN",1993,9,9,"1993-09-09","WGS84",NA,"829520"
"Amorpha canescens",-96.447209,48.072166,"cdc,cdround,gass84,ambcol","US","PRESENT",800,"MIN","2265470532","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=28246","PRESERVED_SPECIMEN",1992,7,13,"1992-07-13","WGS84",NA,"831656"
